"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bangladesh","BGD","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","","","","","","","","","","","0.066625349","0.070058","0.070058","0.070058","0.070058","0.080320914","0.089028448","0.097264079","0.107489856","0.108658295","0.11318988","0.117230796","0.121957642","0.125849194","0.129471305","0.157775554","0.166782424","0.173549165","0.182200921","0.183042497","0.203457563","0.202771195","0.209126992","0.216848612","0.226851401","0.243311723","0.263671387","0.301556321","0.33180976","0.34157911","0.380285121","0.429010347","0.451715958","0.543612141","0.598711468","0.759335983","0.795070668","0.823471959","0.924524697","0.841743475","0.863112184","0.650884397","0.632247281","0.702685856","0.624629964","0.547591079","0.479510011","0.437326574","0.885637186","0.875833186","0.830271241","0.346891241",
"Bulgaria","BGR","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","","","","","","","","","","","","","","","","","","","","8.969932008","10.11067627","12.74501549","12.60021058","15.1031108","15.66084866","16.82165768","17.99349985","19.68247487","21.34494667","22.64768986","24.81156571","25.28742235","26.99033517","27.99067437","29.10367778","30.23168168","31.51220705","32.22845243","33.49137157","34.71318933","35.58774525","35.93093097","36.01090183","35.58480071","34.6686643","31.86118065","30.89638008","29.80106583","28.53156772","28.88631644","28.50606511","30.13117897","28.48299971","26.13888236","24.64648673","22.64087416","20.41098961","17.9584536","15.74152247","13.82985572","12.50516179","11.43845627",
"Bahrein","BHR","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","","","","","","1.657928004","1.70729","1.70729","1.70729","1.70729","2.830760935","2.96324","2.96324","2.96324","2.96324","4.910282131","5.23256589","6.152148337","6.72746833","9.607840875","11.36805527","12.08886416","12.91580673","14.07557835","15.34527464","15.95322946","16.19450195","16.09211169","17.17149147","17.53516046","18.16616353","18.7856149","20.29505654","21.67349884","22.8996349","22.97963565","22.81938061","23.33637737","23.43832716","23.89266225","24.03231746","23.80737193","23.44519219","23.86823873","22.98311478","21.45642468","20","19.56124367","19.84846124","20.17884562","18.78638317","22.81397964","24.44333963","23.10416407","21.71280739","20.5643024","19.85328387","19.51567577","18.47143222","18.2789582","18.55240279","18.2291656",
"Bahamas","BHS","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","","","","","","","","","","","11.38844073","12.0441","12.0441","12.0441","12.0441","11.29378198","12.80956447","12.58704057","13.58038472","13.26187416","13.89037863","14.14308024","17.10763771","15.33269086","16.08974731","17.07199057","19.31109552","21.08263111","22.42255771","23.29750049","25.81360209","28.31325301","27.23877818","26.43633486","26.81523961","27.94387656","29.33867223","31.6358771","33.56679497","34.71549183","35.18217677","37.40663661","37.89079107","38.95417885","40.78696552","38.26120459","37.30576413","37.14471043","36.59256605","35.03913796","34.64336998","35.188517","35.33467169","35.26513678","32.2919531","30.79338321","30.57963109","28.53290562","28.22923768","22.5256268","22.38776595","",
"Bosnia y Herzegovina","BIH","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.03269149","15.21691715","6.644818503","6.341588795","6.966924701","7.482901604","8.096651834","8.859132187","18.66318925","20.19165031","21.50423613","22.42049431","22.96785313","23.66357399","24.37109514","26.55900532","26.1540065","25.75318161","26.20288485","25.53835788","24.1214694","23.39932076","23.73782857","21.92431797","21.40172353","22.07378023","23.30896857","21.67165767","21.27933674","21.0732807",
"Belarús","BLR","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","0.894008498","0.92309","0.92309","0.92309","0.92309","1.297641162","1.35086","1.35086","1.35086","1.35086","2.808919541","2.88998","2.88998","2.88998","2.88998","5.159599181","5.656406649","6.068206307","6.513766806","6.927868172","7.363563977","7.661139314","8.081352822","8.599518915","9.654051087","9.897158956","10.92834801","11.95173529","13.04014717","14.09494581","15.09473296","16.00230875","16.65245628","17.31178636","18.0422808","18.81563945","20.3897893","22.23455339","24.03919067","25.59561083","26.83088607","28.05918672","29.27527787","30.51241034","31.75977468","33.05705201","34.10685894","37.3687689","37.98692376","40.8208362","42.52819242","43.35001342","45.46269973","46.11017738","46.56938395","46.808154","46.51144249","46.35227108","46.29737239","46.02845098","45.74090644","45.23572775",
"Belice","BLZ","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","1.113749002","1.10575","1.10575","1.10575","1.10575","2.67078731","2.63855","2.63855","2.63855","2.63855","2.481286961","2.45535","2.45535","2.45535","2.45535","2.522916491","2.506162387","2.583288663","2.582539785","2.715356465","2.666519675","2.620257589","3.43089975","3.869839093","3.806011733","4.2830221","4.784946558","5.848637268","7.007327663","8.536332858","9.485785014","11.4103678","13.05314269","14.74118974","14.20853157","14.22065672","14.10598551","14.12464247","14.44463712","15.51821186","14.87234096","14.20274083","12.22718341","12.60539853","12.38975776","12.04458315","11.88831049","11.40914077","10.18218935","9.920743546","9.403115745","8.752860065","7.540222928","6.977614538","6.442732059","6.558739104","6.098357799","5.627006643","5.462145284","4.754622907","4.811100982","",
"Bermudas","BMU","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","22.12915814","20.6763","20.6763","20.6763","20.6763","26.64315758","25.3948","25.3948","25.3948","25.3948","30.82335301","30.5032","30.5032","30.5032","30.5032","32.86014721","33.53755644","36.27465659","38.34499271","40.21999401","41.76421171","43.59174133","48.68232176","50.17803342","52.032756","53.62787938","55.99785695","58.22097644","60.95875925","63.55693299","64.9364886","67.36876663","68.21782518","71.61729656","74.79868724","78.03245607","81.08957219","86.09593704","88.65897728","90.08215674","91.36725815","90.91365381","90.12053622","86.44425946","85.83041122","83.3428635","91.39822448","91.20273608","91.05567675","91.07698136","91.09965798","","108.558842","113.3751142","46.14316155","19.00418092","32.26834528","34.58395891","","39.17758415","39.04419803","",
"Bolivia","BOL","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","","","","","","","","","","","","","","","","","","","","","2.355263727","2.421972407","2.471992707","2.450732115","2.522726597","2.48598807","2.449776395","2.465655293","2.429368766","2.445367692","2.574422289","2.81659172","2.8133921","3.071632817","3.156118716","3.148401219","4.363236787","4.725337384","5.458971045","5.955266065","5.944087602","5.995723343","6.635947331","6.737722551","6.786122686","6.892015133","6.984979663","6.98370286","7.985067293","8.001109904","8.326132441","8.450002049","8.329198084","8.138812208","8.025208052","7.946151184","7.70083253","7.442678234","6.133943545","5.538376577","5.01067261","4.466097525",
"Brasil","BRA","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","0.889283944","0.900536","0.900536","0.900536","0.900536","1.004446187","1.01951","1.01951","1.01951","1.01951","1.297085837","1.31422","1.31422","1.31422","1.31422","2.025052043","2.255439707","2.6856267","3.188633871","3.591603069","4.047808859","4.258274835","4.546435545","4.809991222","5.004153634","5.26491342","5.335735453","5.481999584","5.693475898","5.93905231","6.243263145","6.571121432","6.953781312","7.133891428","7.621421311","8.11116619","9.097896794","10.10925891","11.68532443","14.40171514","17.58436223","21.00352613","21.50454214","21.46698516","21.42619384","21.3346728","20.54870239","20.65192104","21.40174969","21.33329277","21.46201607","21.70990208","22.15511663","22.32685033","21.68891375","21.28637998","20.30553693","19.36438347","18.22931211","15.91860367","14.37821033","13.47640741",
"Barbados","BRB","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","2.981294345","3.00156","3.00156","3.00156","3.00156","4.54407768","4.58811","4.58811","4.58811","4.58811","7.739118547","7.82014","7.82014","7.82014","7.82014","10.94580922","11.66134507","12.54210676","12.9632802","13.38107429","13.62087596","13.72759969","14.93885981","16.34165549","17.89892645","18.80028382","20.00696675","21.27939255","22.98907877","25.55002918","27.86787088","30.06029252","30.78067115","31.61236188","32.62211897","34.3616567","36.73866222","41.20330973","42.87291099","43.53257372","46.78961826","48.59351036","49.91461973","50.09364521","50.55101395","50.05176694","49.64796284","49.46176744","49.51675317","49.56317204","50.04750447","51.06175994","51.90406882","53.72112763","48.92916218","53.77243485","50.14014046","43.15064813","45.78065559","45.70026412","45.60142219","43.0227596",
"Brunei Darussalam","BRN","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","","","","","","","","","","","","","","","","","","4.221388368","4.654436473","5.221185924","5.906737406","7.215942462","7.476449185","8.191863071","8.850299513","9.367951413","9.703457129","10.35370532","11.21967696","11.90484633","13.36245075","14.48602979","17.34110506","19.39777952","21.107366","22.77756046","25.73319051","24.51638651","24.28284065","24.1819933","24.10713751","25.95466444","23.39241876","23.13971388","23.05381165","22.87595066","21.50597627","21.00446735","21.00694806","20.63713295","20.17437104","19.88488341","17.44394222","","17.19500019","18.0340122","17.42113739","19.47447685","19.01748666","19.76724012","23.51802592","25.21437088",
"Bhután","BTN","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","0","0","0","0","0","0.098035371","0.0984275","0.0984275","0.0984275","0.0984275","0.128808206","0.129492","0.129492","0.129492","0.129492","0.161807704","0.184005778","0.178008273","0.172204631","0.273588965","0.286568832","0.279954554","0.293983958","0.306995327","0.308402369","0.309579632","0.320544284","0.320995436","0.32133008","0.337737891","0.33503927","0.44036568","0.541996981","0.731321447","0.877105475","0.993865821","1.130059126","1.175792929","1.873310574","2.099861644","2.40886093","2.909816091","3.168574973","3.727701469","4.659295283","4.974951871","4.682589193","4.380338432","3.983402369","3.77652728","3.726634123","3.853756326","3.744734076","3.633617236","3.235251379","2.934449476","2.811692244","2.825469964","2.888743675","2.812006895","2.975640319","2.531235289",
"Botswana","BWA","Suscripciones a telefonía fija (por cada 100 personas)","IT.MLT.MAIN.P2","0.077993386","0.0795632","0.0795632","0.0795632","0.0795632","0.21016682","0.214288","0.214288","0.214288","0.214288","0.388353449","0.366408","0.366408","0.366408","0.366408","0.645666479","0.652380406","0.681563581","0.694612865","0.716284275","0.759446738","0.794914663","0.82951453","0.891755294","0.916964619","0.928775169","0.996469829","1.195629818","1.44417699","1.705115962","1.96552449","2.361826589","2.567546166","2.973954052","3.3552061","3.865747969","4.5626605","5.285564491","6.161506409","7.319819953","7.869205581","8.408676849","8.253162724","7.192602839","7.088110549","7.209557023","6.845736826","6.962257312","7.088157344","6.706793617","6.569984472","7.009156823","7.377317076","7.85490137","7.487072947","6.962170285","6.04153347","5.879117676","5.812210778","5.704159936","5.498071396","5.117285699",
